Timestamp,Node_ID,Source_ID,Demand_kWh,Supply_kWh,Cost_per_kWh,Line_Loss_%
2,N5,Wind,68.17,327.53,0.094,8.8
1,N8,Wind,299.0,303.26,0.081,3.49
21,N10,Hydro,51.2,303.65,0.062,8.6
16,N6,Hydro,176.14,466.59,0.065,8.72
1,N10,Hydro,87.08,442.13,0.067,3.36
19,N8,Wind,97.44,470.6,0.062,5.7
10,N3,Wind,128.37,366.03,0.11,4.88
7,N9,Hydro,156.73,492.77,0.071,9.18
3,N6,Wind,159.69,193.63,0.085,7.73
7,N7,Wind,77.36,208.19,0.063,5.46
2,N9,Hydro,256.86,109.87,0.067,9.46
7,N4,Wind,109.23,377.45,0.119,9.7
22,N3,Solar,108.73,140.13,0.057,7.62
8,N10,Solar,231.44,369.69,0.067,3.36
16,N8,Wind,195.19,293.47,0.104,5.53
19,N9,Wind,134.66,217.39,0.073,4.13
18,N6,Wind,73.71,238.74,0.062,3.49
1,N10,Hydro,236.69,230.19,0.067,7.74
18,N9,Wind,195.3,483.48,0.061,7.91
12,N4,Wind,289.7,444.91,0.07,4.61
15,N4,Hydro,93.11,340.52,0.068,4.54
3,N1,Wind,184.88,376.37,0.085,8.83
16,N5,Wind,242.89,125.87,0.097,3.88
21,N1,Wind,189.38,482.76,0.113,5.24
15,N5,Solar,122.88,193.76,0.077,2.91
17,N3,Hydro,187.32,100.53,0.053,3.76
0,N5,Hydro,292.8,390.9,0.054,2.74
2,N3,Solar,179.2,185.38,0.077,8.68
14,N2,Hydro,203.95,353.52,0.062,9.42
9,N7,Wind,282.98,305.09,0.078,5.68
4,N7,Wind,96.64,354.54,0.09,2.83
19,N10,Hydro,99.41,291.85,0.076,6.53
12,N10,Solar,220.38,235.61,0.079,5.58
16,N2,Solar,214.78,120.23,0.075,4.37
2,N6,Solar,131.55,484.37,0.059,4.49
7,N10,Solar,177.47,445.21,0.071,7.95
23,N5,Hydro,264.09,224.01,0.056,4.85
22,N4,Solar,258.21,117.74,0.065,7.44
8,N8,Hydro,191.36,274.52,0.062,3.58
9,N2,Hydro,157.68,300.68,0.076,4.09
3,N8,Wind,266.96,357.7,0.061,7.8
21,N8,Hydro,58.89,498.95,0.075,4.38
16,N9,Solar,114.35,252.58,0.068,4.98
11,N3,Wind,129.57,348.45,0.07,8.77
14,N2,Solar,253.1,290.59,0.093,3.98
0,N6,Solar,54.39,347.68,0.073,6.54
19,N3,Wind,274.83,487.97,0.098,8.11
13,N4,Solar,70.95,164.29,0.087,5.45
16,N1,Solar,161.49,223.44,0.08,3.48
13,N3,Wind,206.73,169.52,0.064,4.64
12,N1,Hydro,107.79,455.6,0.042,3.41
2,N7,Wind,187.18,292.43,0.063,2.06
21,N4,Solar,297.02,363.53,0.068,5.76
14,N2,Solar,116.64,237.95,0.082,9.06
6,N4,Solar,96.03,436.14,0.056,3.72
20,N1,Solar,59.29,156.32,0.096,5.68
15,N6,Solar,69.42,483.89,0.094,8.04
13,N6,Wind,283.37,188.05,0.11,7.52
18,N8,Solar,267.44,418.76,0.067,8.2
19,N10,Wind,115.61,231.44,0.066,9.48
12,N7,Wind,122.75,308.25,0.083,9.68
11,N4,Hydro,133.76,411.42,0.074,5.48
12,N6,Wind,144.54,399.1,0.115,8.04
21,N1,Hydro,106.78,455.32,0.056,6.61
23,N9,Solar,257.86,175.36,0.089,6.77
2,N8,Wind,273.34,168.79,0.085,8.66
20,N10,Solar,54.81,144.88,0.1,4.24
6,N10,Wind,293.89,173.01,0.082,8.02
1,N3,Hydro,214.44,332.45,0.061,8.75
7,N2,Solar,108.74,276.99,0.058,6.77
2,N8,Hydro,112.64,233.54,0.059,2.21
7,N5,Hydro,72.98,374.37,0.057,8.92
9,N1,Wind,223.67,103.24,0.097,2.75
8,N6,Hydro,245.23,496.6,0.061,7.46
8,N9,Solar,109.33,275.04,0.093,3.34
8,N10,Hydro,116.38,278.17,0.068,5.01
18,N5,Solar,281.93,137.78,0.069,7.67
21,N9,Solar,106.5,362.57,0.058,2.45
11,N2,Solar,80.25,471.99,0.078,8.37
12,N4,Hydro,133.16,337.06,0.06,9.57
23,N9,Wind,236.89,392.22,0.063,6.4
18,N10,Hydro,166.75,471.14,0.05,4.16
7,N10,Hydro,152.84,197.35,0.045,8.86
1,N7,Wind,189.57,444.55,0.11,4.26
16,N9,Wind,186.93,133.29,0.115,5.23
11,N5,Hydro,148.42,221.1,0.058,4.01
21,N8,Solar,143.71,419.98,0.092,4.43
10,N6,Hydro,167.25,449.53,0.042,9.11
17,N2,Wind,104.8,371.42,0.095,6.42
7,N3,Wind,264.84,140.63,0.081,6.31
0,N7,Hydro,252.82,186.58,0.072,5.2
9,N4,Hydro,97.23,403.59,0.044,6.12
17,N5,Hydro,65.97,242.57,0.064,6.45
14,N6,Hydro,151.16,271.62,0.049,5.65
8,N6,Wind,288.31,440.18,0.069,2.24
20,N8,Hydro,283.38,310.7,0.062,8.25
8,N3,Hydro,128.67,292.76,0.079,7.38
10,N7,Wind,88.44,153.29,0.072,8.13
7,N10,Hydro,123.84,108.56,0.078,3.36
19,N4,Wind,52.39,194.85,0.074,5.38
2,N1,Solar,280.1,451.67,0.073,5.29
8,N8,Wind,188.75,197.38,0.063,9.51
21,N3,Wind,96.67,179.36,0.088,5.93
12,N3,Hydro,54.61,159.18,0.055,7.47
1,N6,Solar,107.1,269.21,0.078,9.11
6,N1,Wind,131.52,153.42,0.089,7.97
18,N10,Wind,77.46,269.87,0.061,2.27
22,N1,Hydro,170.74,219.28,0.074,6.82
12,N5,Hydro,163.48,263.17,0.06,2.32
19,N2,Wind,273.2,499.32,0.071,2.96
23,N10,Wind,85.89,364.41,0.1,8.78
4,N7,Hydro,237.96,279.88,0.065,7.51
19,N2,Solar,178.18,290.26,0.082,6.46
11,N10,Hydro,210.99,345.14,0.069,7.14
23,N2,Wind,179.94,372.72,0.087,3.93
15,N1,Solar,50.35,323.99,0.08,9.78
7,N10,Hydro,140.37,257.65,0.048,2.56
18,N8,Solar,243.2,199.87,0.08,7.5
2,N7,Hydro,167.81,450.54,0.058,4.28
13,N9,Hydro,274.0,444.63,0.047,2.21
10,N8,Solar,72.5,214.62,0.099,6.47
18,N8,Solar,143.32,455.49,0.073,4.52
2,N7,Hydro,285.3,439.81,0.074,6.1
7,N8,Solar,247.36,171.74,0.079,9.87
12,N4,Wind,122.74,417.74,0.089,2.32
20,N6,Solar,240.75,167.43,0.082,2.69
6,N2,Solar,286.72,216.69,0.061,3.03
2,N1,Solar,286.5,384.76,0.087,6.0
22,N9,Hydro,168.68,144.01,0.062,3.98
13,N7,Hydro,294.29,418.63,0.057,3.21
19,N4,Hydro,246.33,148.82,0.048,3.69
7,N10,Hydro,189.22,414.82,0.053,2.68
20,N6,Wind,166.13,399.24,0.073,3.76
13,N10,Wind,286.81,481.66,0.119,8.46
12,N1,Hydro,97.05,184.79,0.054,4.55
20,N1,Hydro,289.13,415.63,0.069,3.49
1,N7,Wind,277.38,431.15,0.07,8.97
8,N5,Solar,118.06,132.35,0.083,7.23
19,N6,Solar,73.73,227.54,0.1,7.43
1,N2,Hydro,232.52,185.17,0.043,4.22
6,N3,Solar,112.22,193.82,0.06,6.6
21,N3,Solar,132.03,428.14,0.059,5.72
22,N10,Hydro,53.41,292.67,0.042,9.82
9,N1,Wind,247.65,296.04,0.065,6.74
2,N10,Hydro,239.69,176.29,0.063,8.51
18,N2,Solar,242.06,421.2,0.094,9.5
0,N9,Solar,151.38,327.51,0.09,7.58
11,N9,Hydro,298.88,105.47,0.054,4.25
12,N3,Wind,115.58,189.01,0.103,2.68
0,N7,Hydro,235.4,377.37,0.05,4.02
22,N10,Wind,207.22,404.87,0.113,8.82
7,N5,Hydro,291.22,332.55,0.076,8.47
16,N8,Wind,273.67,104.65,0.118,5.79
19,N6,Wind,249.55,150.88,0.084,4.17
6,N9,Solar,122.91,149.3,0.09,2.07
19,N3,Hydro,128.13,169.76,0.064,4.03
8,N8,Wind,114.75,295.34,0.099,2.97
16,N7,Solar,93.88,198.87,0.099,5.18
0,N7,Hydro,199.75,196.62,0.06,2.59
5,N4,Hydro,58.69,287.49,0.056,3.1
7,N2,Hydro,221.9,497.16,0.056,7.0
19,N10,Wind,290.74,432.61,0.088,7.9
23,N6,Solar,82.03,304.84,0.064,3.29
3,N8,Solar,156.57,152.41,0.085,5.65
3,N9,Solar,182.79,158.55,0.057,6.67
15,N2,Solar,296.25,138.5,0.064,8.96
23,N6,Hydro,68.07,450.35,0.061,5.27
12,N9,Solar,127.42,218.85,0.065,9.08
7,N4,Wind,230.95,367.89,0.108,4.06
1,N3,Solar,204.51,284.03,0.089,4.47
23,N1,Hydro,210.79,452.88,0.056,2.53
4,N10,Solar,179.01,238.39,0.084,9.61
17,N8,Hydro,171.4,286.48,0.066,2.83
20,N1,Solar,113.38,467.59,0.083,2.11
13,N2,Solar,101.16,373.13,0.088,8.72
22,N8,Solar,123.04,472.41,0.078,7.57
1,N8,Solar,199.18,149.1,0.098,2.98
9,N3,Wind,113.72,425.45,0.097,8.71
3,N3,Hydro,178.93,250.8,0.077,2.29
22,N1,Wind,264.03,192.33,0.111,3.11
20,N8,Wind,195.05,455.24,0.088,7.97
20,N1,Hydro,251.17,394.6,0.077,5.57
3,N3,Wind,93.28,119.12,0.075,3.15
6,N8,Hydro,189.49,173.98,0.042,2.29
8,N7,Wind,257.89,336.58,0.081,9.15
6,N10,Solar,67.55,492.13,0.081,3.47
5,N4,Wind,219.77,405.35,0.086,8.89
13,N6,Wind,87.68,211.54,0.066,3.69
11,N4,Wind,109.68,467.05,0.065,5.42
16,N2,Wind,183.1,459.48,0.12,8.03
4,N3,Hydro,292.7,414.84,0.079,7.66
8,N2,Solar,69.94,260.77,0.082,4.81
6,N6,Wind,118.35,330.96,0.116,2.28
22,N7,Hydro,242.31,389.09,0.079,9.45
13,N9,Solar,240.56,308.16,0.06,6.36
6,N9,Hydro,241.34,458.27,0.072,3.56
8,N8,Solar,199.92,232.87,0.05,3.6
1,N4,Hydro,78.31,437.09,0.05,4.28
16,N4,Solar,289.98,251.63,0.05,4.27
17,N2,Wind,79.82,141.12,0.065,6.75
17,N8,Wind,97.34,244.5,0.112,5.39
9,N2,Wind,278.92,299.18,0.084,8.0
5,N4,Hydro,68.29,135.79,0.066,5.9
18,N10,Hydro,247.6,466.51,0.056,6.77
3,N10,Wind,175.17,492.64,0.11,9.29
21,N6,Hydro,113.59,409.01,0.051,3.67
2,N4,Wind,286.07,107.72,0.118,3.19
13,N5,Hydro,254.86,210.37,0.054,3.73
19,N4,Hydro,196.38,239.24,0.066,2.13
15,N2,Hydro,66.09,139.86,0.057,8.52
1,N3,Wind,272.04,197.92,0.094,8.15
22,N2,Solar,122.21,263.6,0.076,3.08
13,N5,Solar,56.5,161.12,0.081,2.59
13,N5,Wind,97.42,235.14,0.065,3.53
2,N4,Wind,277.82,107.72,0.099,5.08
5,N2,Hydro,218.16,335.48,0.049,8.78
1,N8,Wind,172.99,429.01,0.084,9.88
19,N4,Wind,242.62,486.38,0.091,5.79
9,N6,Hydro,238.86,452.12,0.079,4.6
0,N9,Hydro,249.68,184.26,0.062,3.44
1,N10,Wind,136.85,472.54,0.069,7.06
19,N10,Hydro,198.24,148.3,0.053,6.5
22,N6,Solar,96.79,420.25,0.099,3.72
20,N3,Wind,96.73,281.97,0.105,4.25
4,N10,Hydro,54.97,316.49,0.078,5.13
22,N10,Hydro,155.03,487.56,0.068,7.75
1,N10,Wind,190.68,489.84,0.101,9.16
12,N7,Solar,224.84,394.05,0.065,4.43
17,N6,Solar,245.75,218.68,0.078,3.99
17,N9,Hydro,254.25,144.2,0.073,6.82
15,N1,Wind,96.73,316.81,0.077,4.59
13,N3,Wind,137.88,125.33,0.119,2.25
7,N5,Wind,215.62,248.49,0.099,4.85
1,N2,Solar,218.44,391.69,0.085,2.91
1,N10,Wind,214.22,212.0,0.062,5.32
20,N1,Hydro,158.39,286.87,0.068,4.47
6,N4,Solar,128.82,124.22,0.084,6.54
14,N10,Solar,137.36,382.08,0.077,5.75
17,N4,Wind,177.83,354.54,0.1,4.31
16,N9,Hydro,85.19,162.65,0.066,8.98
6,N5,Solar,152.37,167.81,0.088,8.66
21,N2,Wind,270.15,342.73,0.112,2.12
19,N5,Wind,76.81,137.03,0.103,2.56
21,N5,Wind,174.09,289.08,0.079,8.96
13,N2,Hydro,92.61,240.99,0.071,2.24
1,N8,Hydro,218.24,426.56,0.077,9.01
2,N8,Solar,129.85,334.55,0.054,4.06
1,N8,Wind,73.56,226.07,0.113,4.78
10,N4,Solar,190.47,273.35,0.073,9.76
18,N8,Wind,124.04,350.93,0.085,2.49
16,N5,Hydro,172.33,425.34,0.044,2.56
1,N6,Wind,88.41,405.76,0.103,6.52
20,N3,Solar,167.06,455.33,0.088,8.5
18,N6,Solar,253.32,357.09,0.073,8.92
12,N4,Solar,281.5,109.52,0.053,9.67
15,N7,Hydro,119.29,449.35,0.056,2.95
22,N9,Solar,70.11,162.6,0.062,5.91
3,N9,Hydro,225.37,494.56,0.058,6.15
8,N7,Solar,180.45,315.77,0.076,2.07
17,N10,Wind,50.43,139.07,0.066,7.64
23,N2,Solar,101.23,457.89,0.096,9.81
9,N3,Hydro,284.77,208.76,0.06,3.4
9,N2,Solar,251.55,455.37,0.093,5.47
14,N9,Solar,239.67,139.03,0.052,8.03
9,N8,Solar,156.34,498.22,0.055,8.85
14,N4,Solar,170.0,430.86,0.091,9.33
16,N6,Solar,124.46,479.92,0.058,2.66
12,N1,Solar,157.9,431.33,0.074,8.63
13,N6,Hydro,232.42,183.77,0.078,2.49
15,N1,Wind,274.57,221.78,0.09,5.38
11,N7,Solar,92.96,243.26,0.06,3.63
10,N2,Wind,96.76,295.61,0.108,6.55
18,N2,Solar,273.3,354.62,0.084,7.34
14,N3,Hydro,162.36,375.74,0.043,8.88
6,N1,Wind,244.45,198.09,0.106,2.1
2,N8,Solar,104.31,126.05,0.089,8.05
11,N7,Solar,253.41,101.79,0.075,7.64
8,N4,Hydro,88.85,359.92,0.043,3.45
9,N9,Hydro,168.95,361.43,0.046,3.48
1,N5,Solar,101.11,195.48,0.061,5.16
21,N4,Solar,213.45,275.21,0.089,7.75
20,N5,Wind,81.63,119.54,0.113,2.64
8,N1,Hydro,87.08,108.85,0.065,6.66
1,N2,Wind,296.73,454.77,0.085,4.97
23,N10,Wind,124.21,160.96,0.068,3.06
15,N3,Hydro,78.53,196.2,0.052,9.69
9,N5,Hydro,194.62,495.04,0.055,5.66
16,N7,Solar,131.14,173.16,0.057,9.56
1,N10,Hydro,296.7,117.96,0.046,5.39
8,N2,Hydro,96.58,245.55,0.045,5.65
7,N7,Solar,117.92,240.76,0.055,5.43
4,N7,Wind,295.81,231.53,0.113,8.75
20,N9,Solar,288.01,416.04,0.083,8.85
16,N7,Solar,68.91,285.13,0.099,8.16
0,N9,Hydro,290.52,411.85,0.075,7.65
18,N2,Hydro,240.13,309.27,0.077,8.6
9,N1,Wind,260.97,369.2,0.078,2.29
9,N6,Solar,283.91,334.45,0.065,3.19
5,N6,Hydro,257.38,434.61,0.073,7.16
14,N1,Solar,141.5,221.63,0.05,8.67
14,N2,Wind,71.86,352.3,0.09,6.21
6,N9,Hydro,281.68,112.65,0.071,2.42
23,N2,Hydro,59.54,271.93,0.043,8.31
16,N1,Solar,182.39,111.62,0.052,6.9
5,N4,Hydro,251.53,275.12,0.062,8.4
19,N7,Wind,202.63,189.9,0.097,7.03
21,N1,Wind,233.53,348.35,0.118,3.58
0,N9,Wind,287.77,315.34,0.1,2.8
0,N9,Wind,145.14,407.75,0.102,2.32
10,N9,Wind,186.65,135.31,0.12,9.18
20,N2,Hydro,55.27,443.46,0.077,4.83
9,N6,Wind,229.88,276.84,0.099,4.72
11,N9,Wind,130.64,269.77,0.069,8.65
12,N5,Solar,137.17,260.06,0.095,5.97
8,N2,Wind,186.06,482.6,0.113,3.36
10,N3,Wind,168.3,488.52,0.082,4.97
20,N10,Hydro,98.76,145.73,0.07,8.16
23,N5,Hydro,292.25,409.37,0.05,2.32
22,N4,Solar,296.36,236.18,0.066,9.25
18,N3,Wind,196.27,185.95,0.113,9.95
0,N10,Hydro,71.67,444.9,0.056,6.19
21,N4,Wind,278.7,489.35,0.076,3.7
10,N5,Solar,70.13,324.72,0.051,5.3
22,N1,Wind,68.35,262.09,0.062,8.68
6,N10,Wind,102.43,231.32,0.112,7.97
23,N5,Hydro,104.76,128.76,0.069,5.13
15,N10,Wind,241.52,278.12,0.081,5.61
18,N3,Solar,237.14,460.89,0.052,6.19
1,N6,Hydro,58.21,287.36,0.075,4.89
13,N2,Hydro,283.11,352.24,0.077,8.06
2,N6,Solar,75.86,192.46,0.07,3.36
23,N1,Hydro,173.73,288.55,0.078,5.47
13,N9,Hydro,246.41,476.76,0.075,3.67
13,N8,Hydro,174.01,239.1,0.056,4.89
18,N1,Wind,256.59,280.86,0.091,9.86
5,N9,Solar,64.99,295.18,0.089,3.21
20,N7,Solar,202.88,195.79,0.093,4.62
18,N8,Hydro,132.27,339.28,0.047,4.28
12,N3,Wind,154.16,241.46,0.091,6.8
3,N9,Hydro,191.67,361.67,0.052,3.01
8,N3,Wind,240.2,440.31,0.075,5.26
2,N10,Solar,174.64,313.33,0.083,2.33
11,N4,Wind,230.37,124.79,0.088,8.62
15,N4,Solar,162.8,159.64,0.099,9.11
8,N3,Hydro,242.83,264.6,0.047,9.53
8,N8,Solar,183.09,440.94,0.067,4.68
16,N9,Solar,296.39,308.73,0.057,3.76
9,N6,Solar,170.49,116.99,0.073,5.35
1,N5,Wind,244.83,241.98,0.119,3.45
18,N6,Wind,197.75,135.88,0.104,9.96
9,N1,Solar,254.78,322.28,0.074,8.68
2,N4,Hydro,283.99,495.68,0.056,9.93
7,N3,Hydro,88.98,201.42,0.044,4.17
8,N6,Wind,241.98,441.17,0.107,7.05
3,N9,Solar,178.49,383.48,0.07,8.73
13,N2,Solar,219.3,379.12,0.077,9.08
23,N4,Wind,113.0,252.46,0.107,5.94
8,N3,Wind,272.3,238.56,0.082,9.11
5,N2,Solar,166.09,306.45,0.067,4.21
17,N1,Wind,213.99,147.94,0.113,8.23
5,N4,Hydro,97.69,377.61,0.064,3.48
18,N7,Solar,118.3,263.59,0.085,7.11
21,N2,Wind,183.06,407.36,0.105,6.94
11,N2,Solar,246.75,233.71,0.094,6.92
20,N2,Hydro,255.59,318.51,0.049,6.34
18,N7,Hydro,142.78,379.0,0.059,8.69
3,N9,Hydro,219.52,373.82,0.049,9.87
12,N7,Wind,260.42,415.6,0.08,6.29
13,N2,Solar,84.28,315.39,0.057,6.42
20,N6,Hydro,212.18,256.08,0.06,9.01
13,N1,Solar,77.14,416.69,0.059,2.29
3,N4,Solar,96.39,406.02,0.07,8.98
20,N8,Solar,181.18,108.9,0.086,2.88
14,N8,Wind,247.34,167.24,0.081,8.09
5,N3,Hydro,288.56,248.57,0.073,3.53
14,N9,Solar,251.79,363.0,0.06,4.42
18,N7,Wind,82.94,253.19,0.072,7.15
16,N10,Hydro,298.63,104.8,0.062,6.59
5,N3,Hydro,278.55,302.4,0.062,5.77
6,N4,Hydro,117.23,122.41,0.056,2.42
0,N8,Solar,187.62,222.92,0.077,3.07
16,N5,Solar,283.16,457.81,0.059,4.75
21,N9,Wind,203.37,138.27,0.081,4.01
5,N5,Hydro,278.88,441.0,0.063,6.16
12,N5,Solar,282.68,472.97,0.098,3.0
16,N1,Wind,90.14,370.69,0.092,2.15
0,N10,Wind,65.49,455.23,0.112,4.86
23,N2,Solar,272.76,337.47,0.09,5.42
13,N4,Hydro,78.35,273.49,0.058,6.41
18,N5,Hydro,76.4,496.56,0.05,3.59
17,N6,Wind,181.7,314.88,0.086,8.18
18,N5,Solar,179.16,343.88,0.086,2.2
12,N3,Wind,192.66,453.68,0.061,5.24
14,N1,Wind,281.56,241.26,0.088,9.85
9,N6,Wind,99.83,126.1,0.112,8.95
17,N2,Hydro,168.02,305.68,0.073,7.91
21,N10,Hydro,116.29,106.76,0.059,8.87
21,N3,Hydro,273.96,482.49,0.075,6.64
13,N4,Hydro,161.15,409.94,0.07,6.31
15,N7,Hydro,71.83,470.43,0.058,4.91
0,N6,Hydro,207.39,369.54,0.048,8.7
23,N6,Hydro,122.48,174.67,0.056,7.84
19,N1,Wind,291.36,423.71,0.116,3.12
7,N4,Solar,67.79,323.08,0.065,8.62
1,N8,Hydro,218.0,488.29,0.05,5.89
10,N3,Wind,175.31,195.67,0.095,5.55
22,N9,Wind,161.68,245.09,0.061,6.18
9,N7,Wind,133.81,100.53,0.078,4.23
12,N7,Hydro,148.36,152.74,0.06,7.54
9,N10,Solar,207.55,421.5,0.073,6.15
3,N8,Solar,252.6,271.08,0.085,5.48
5,N6,Wind,154.43,404.08,0.07,4.71
19,N10,Hydro,106.04,243.64,0.049,6.64
23,N3,Hydro,249.54,414.65,0.055,9.91
1,N8,Hydro,198.46,259.76,0.073,7.84
21,N9,Hydro,237.32,178.46,0.059,8.89
7,N2,Wind,176.01,373.38,0.095,8.74
15,N2,Solar,121.14,330.19,0.056,7.52
14,N9,Solar,232.99,117.13,0.084,5.32
23,N8,Hydro,81.02,267.96,0.048,5.32
4,N6,Solar,146.08,395.36,0.089,6.86
2,N9,Hydro,55.67,472.41,0.067,2.27
2,N2,Solar,254.71,180.11,0.079,5.73
1,N8,Wind,154.96,455.89,0.086,2.6
18,N4,Wind,286.66,468.21,0.101,5.74
1,N7,Hydro,73.21,416.3,0.043,2.55
2,N1,Hydro,184.35,164.05,0.04,5.38
14,N6,Wind,84.3,164.21,0.065,3.64
16,N9,Hydro,228.87,423.57,0.058,6.05
1,N5,Wind,58.16,127.73,0.075,6.35
4,N1,Wind,234.89,342.0,0.084,2.95
16,N7,Solar,245.19,245.51,0.087,6.1
8,N3,Wind,234.67,462.92,0.115,6.28
11,N3,Solar,177.88,206.27,0.097,5.66
11,N9,Hydro,81.9,273.08,0.045,6.02
18,N3,Solar,190.32,235.1,0.054,9.55
20,N9,Wind,243.34,435.55,0.082,8.09
5,N6,Solar,171.34,180.43,0.056,4.76
19,N4,Hydro,84.39,499.31,0.042,5.53
16,N8,Solar,163.02,220.25,0.079,3.2
21,N2,Hydro,245.98,232.98,0.064,7.73
21,N1,Solar,272.26,434.31,0.08,5.11
14,N2,Solar,175.8,407.49,0.094,2.83
1,N5,Wind,146.21,410.45,0.086,4.66
15,N4,Wind,152.83,341.14,0.12,5.94
2,N6,Wind,102.12,165.14,0.063,6.47
17,N1,Wind,186.14,182.09,0.102,7.93
4,N6,Wind,114.77,237.64,0.119,4.99
12,N3,Hydro,240.2,281.09,0.072,8.15
10,N6,Hydro,216.94,441.91,0.078,6.64
4,N7,Wind,109.37,259.45,0.105,7.21
19,N8,Hydro,94.45,120.5,0.067,4.01
4,N5,Solar,174.92,398.7,0.078,2.67
13,N6,Hydro,96.4,187.73,0.05,6.52
16,N1,Wind,175.99,181.26,0.064,3.37
6,N1,Hydro,296.1,287.42,0.075,8.79
1,N6,Wind,177.88,382.68,0.072,7.51
16,N6,Hydro,118.1,432.82,0.043,8.19
17,N2,Hydro,74.98,452.48,0.052,7.24
18,N5,Hydro,171.88,246.52,0.066,9.58
11,N10,Hydro,60.32,467.54,0.064,8.46
7,N6,Hydro,145.97,288.74,0.075,5.32
11,N3,Wind,183.66,108.08,0.07,7.13
21,N10,Hydro,229.24,333.04,0.046,5.56
20,N8,Hydro,138.77,298.26,0.075,8.21
16,N8,Wind,71.0,456.12,0.088,7.95
19,N1,Wind,85.01,368.29,0.074,5.51
0,N1,Hydro,54.22,160.64,0.044,3.92
8,N7,Hydro,75.0,376.76,0.041,6.94
10,N8,Wind,85.18,478.06,0.116,3.8
11,N1,Hydro,203.61,111.2,0.077,6.18
21,N7,Wind,60.81,237.0,0.065,5.14
3,N2,Hydro,217.48,287.96,0.055,2.95
1,N1,Solar,111.23,140.06,0.09,3.08
1,N4,Wind,198.84,237.1,0.074,7.12
2,N9,Wind,164.25,260.06,0.096,5.93
7,N6,Wind,125.87,323.62,0.1,2.21
22,N5,Hydro,166.47,123.07,0.047,6.48
14,N6,Wind,266.55,453.12,0.064,5.35
9,N3,Wind,195.75,158.83,0.106,7.95
15,N3,Hydro,275.84,103.39,0.049,8.62
12,N4,Solar,217.65,457.76,0.053,6.78
8,N1,Solar,192.26,114.27,0.076,6.88
0,N1,Wind,97.82,209.33,0.098,5.75
17,N9,Hydro,264.5,236.95,0.051,9.88
15,N7,Hydro,277.78,111.6,0.071,2.88
4,N3,Wind,56.87,209.48,0.076,8.55
19,N7,Hydro,227.67,492.64,0.068,5.35
13,N5,Hydro,224.73,499.78,0.068,8.09
15,N9,Solar,284.59,145.46,0.085,8.81
3,N9,Hydro,288.59,184.39,0.06,7.44
17,N1,Wind,111.87,340.19,0.075,4.67
14,N9,Hydro,160.38,311.68,0.058,5.95
0,N10,Wind,124.65,163.59,0.063,3.57
16,N4,Solar,195.49,414.45,0.058,2.87
17,N2,Wind,237.32,222.06,0.117,7.71
14,N3,Solar,131.69,215.82,0.076,2.63
0,N10,Solar,79.42,170.34,0.089,6.11
9,N1,Wind,52.64,369.41,0.085,6.09
6,N5,Hydro,103.53,320.71,0.079,2.59
21,N9,Hydro,120.98,197.2,0.05,5.03
14,N3,Solar,254.53,465.14,0.06,6.34
4,N3,Hydro,209.22,308.73,0.057,3.54
14,N3,Solar,172.05,260.49,0.09,8.11
0,N4,Hydro,83.5,135.41,0.076,6.28
21,N1,Solar,264.45,123.26,0.076,6.32
4,N1,Solar,265.18,139.04,0.062,5.25
12,N9,Hydro,266.46,475.55,0.08,9.67
9,N8,Solar,51.49,119.08,0.057,4.79
13,N2,Hydro,257.48,457.06,0.047,6.96
17,N3,Solar,279.34,285.49,0.055,5.66
10,N2,Solar,143.95,331.06,0.072,2.14
10,N5,Solar,298.5,317.42,0.074,9.64
23,N7,Wind,88.97,175.7,0.108,4.09
13,N1,Wind,249.81,208.61,0.062,6.14
1,N2,Solar,99.17,403.14,0.082,9.39
12,N7,Hydro,245.75,172.31,0.072,7.13
7,N2,Hydro,217.24,432.91,0.063,5.73
5,N5,Solar,209.16,219.18,0.059,6.93
14,N1,Solar,108.46,131.97,0.05,6.87
22,N9,Hydro,140.54,400.92,0.055,5.89
14,N1,Wind,151.77,360.23,0.081,9.71
4,N6,Hydro,284.04,439.21,0.077,5.59
10,N9,Solar,184.11,396.84,0.085,9.13
22,N6,Hydro,229.08,499.15,0.054,8.66
14,N8,Solar,224.41,376.55,0.066,8.28
7,N7,Hydro,275.09,187.42,0.065,5.14
11,N1,Solar,297.39,291.53,0.061,5.05
16,N7,Wind,213.46,130.44,0.096,9.45
12,N3,Wind,262.59,127.07,0.12,7.59
20,N6,Wind,90.57,104.97,0.07,8.71
9,N9,Hydro,55.41,193.26,0.07,6.69
0,N2,Solar,245.68,398.46,0.053,9.14
9,N4,Solar,106.76,321.36,0.082,3.35
5,N2,Solar,294.06,295.26,0.053,9.5
16,N3,Solar,196.57,379.68,0.076,8.68
10,N1,Hydro,58.28,207.35,0.059,2.61
0,N10,Wind,226.48,257.47,0.076,2.03
12,N7,Wind,229.96,433.52,0.084,6.51
3,N8,Hydro,106.92,348.88,0.04,5.91
14,N4,Solar,211.05,467.28,0.069,8.12
16,N5,Hydro,199.42,470.8,0.056,4.55
14,N2,Hydro,271.79,119.7,0.045,2.66
5,N1,Wind,260.78,104.24,0.112,5.61
20,N4,Solar,51.01,260.66,0.059,7.0
15,N2,Solar,219.84,295.01,0.052,7.25
1,N4,Hydro,260.51,388.13,0.073,3.6
11,N3,Wind,272.22,228.88,0.061,8.75
3,N2,Solar,285.46,362.22,0.062,4.01
5,N7,Solar,166.65,459.13,0.057,8.61
